id,screen_name,retweet
1074539600348102657,rapperstory_,false
1074555811429404672,Danii_bebe35,true
1074558411214372864,luiscalduch,true
1074558564818149376,dossantos5271,true
1074560548996558848,lacasadegliarti,false
1074570648410841088,Bf_Desert_eagle,true
1074576690544824320,VillaBoyC_Mad,true
1074578137801994241,Monkey31071,true
1074578507668295681,kanoubook,false
1074579603740614656,DruesnePh,true
1074582986056708102,Heraldictours,true
1074584632589475840,62Marianne,false
1074585979372085249,adelestancati,true
1074587520598507520,sdabocconi,true
1074588669959299072,leighhenningham,false
1074589440679526400,MiluVenturaa,true
1074589662390509568,olivierPdt3,false
1074591814139764736,Ney_PasKoal,true
1074591881445732352,Rustydufort,true
1074594054585925632,israel__Mata,true
1074595981260451840,leighhenningham,false
1074596145500966913,MuredduGiovanni,true
1074597522264322048,PLCultureDelhi,false
1074602511175176192,Yan_Pereiraaa,true
1074602590678196224,Yan_Pereiraaa,true
1074603462141321216,croqnu13,true
1074606470572982272,edvis93,true
1074608306386333696,CathRouvier,false
1074614943285157890,VandaCarla3,true
1074626273895424000,basenhave,true
1074628492673847296,ExpressoPB,false
1074630870571642880,foxysud,true
1074631049949429763,romaoperaomnia,false
1074631276890677248,Hiims69,true
1074632365098582017,leveaudechaine,true
1074643169319493632,KevNev90,false
1074645424982626305,sqwzl,false
1074646221715853313,LACELimerick,true
1074650419278753793,LibrettistNet,false
1074654618720878592,JacquelinelTV,true
1074654771070595072,InfoTourismPa,true
1074654966961328128,JacquelinelTV,true
1074658009769361408,hongyeoha,true
1074660073769721857,ppjr1958,true
1074660576842919936,JosyelenG,true
1074663383524352000,LymeRegisTIC,false
1074666275522129920,xxxsthlm,true
1074667045340528640,arianna1910,true
1074673321218899969,RadiowaDwojka,false
1074675196341248000,OperawireNews,true
1074678945201696771,Marcelodno,false
1074679484941524992,france_mulas,false
1074686170049769475,Martiniquela1e,false
1074690980530536448,Buzzyford,true
1074694184366424065,OperaLab,false
1074694489984434177,wagner_w88,false
1074695721452998657,TRwinchester,false
1074696577787277312,dirensanatcom,false
1074697646051348481,dirensanatcom,false
1074699934987886593,_neanmoins_,true
1074701585673015297,vijaysharma1122,true
1074707434961285120,Lavillet2,true
1074708596900982789,dpapon,true
1074710916963303427,dordine_cello,false
1074714807583076352,BDX_Culture,true
1074716131489931265,Eliandroo_,true
1074716257604300800,Eliandroo_,true
1074716474122616833,Eliandroo_,true
1074716499460403201,Eliandroo_,true
1074717066656141312,mayerfeld33,true
1074718138158252032,djivanrodrigues,true
1074719640927027200,Hadjy7,true
1074721371412971521,Neimadaniela,true
1074724991046967302,dirensanatcom,true
1074725014686105600,dirensanatcom,true
1074733761915277319,operasb,false
1074733907831087104,languillem,true
1074737756616577024,lynnmilesmusic,true
1074738133340708865,ChiamakaGUgwu,true
1074749897147076608,OWManagement,false
1074751966239047680,lordsinghal,true
1074764016579502081,dsDanceSide,true
1074764862075650048,pasticci65,true
1074767759655890944,wakakusa_midori,false
1074422122737483776,Ney_PasKoal,true
1074422181910732801,Ney_PasKoal,true
1074422616050597888,Jujuba6522,true
1074423096537432065,EvandroRoger77,true
1074753255589232640,Nessque,false
1074766209919275008,PackageLibrary,false
1074775746009288704,the_librettist,false
1074778094433648640,ProconMaranhao,false
1074779071907803136,yonibee28,true
1074779305593454597,yonibee28,true
1074781878194987010,olrodo,true
1074786718702755840,Yan_Pereiraaa,true
1074790115678015489,bazarclasicomty,false
1074796371243397125,Leontamnos,true
1074800369094529026,melissas8mpson,true
1074800546094178305,toutloperaoupr1,false
1074802296117231617,nolyadday,true
1074806810043797504,theblabberdook,false
1074806935340371968,NGF_Firenze,false
1074807067217674241,AllaKrymova,true
1074808521009586177,nembotavy_0101,true
1074811914558017536,OlivierMantei,true
1074818416731676672,henryahonyc,false
1074822627074736128,Josjosmar59,true
1074822684834447361,Josjosmar59,true
1074827932680511493,belcantostyle,true
1074829257812062208,z_planar,false
1074832103769079808,OperawireNews,true
1074835092927852546,castilloruizfe1,true
1074838177876271110,Chi_Lyric_Orch,true
1074844948745187328,seatedovation,true
1074847358020657152,YokoSetoTadda,false
1074853914145669120,Oriol67638017,true
1074854629907853312,svetlanaqqccmh,false
1074854665878208512,svetlanaqqccmh,true
1074915358392213504,ckngold1,true
1074917125943320576,RSD_studiodelta,false
1074920722735251456,OctopodArt,false
1074935877942546432,FandIBookTours,true
1074938373998039040,MarkTaylorMaso2,true
1074944102989529088,gazetasbs,false
1074944971910848512,CapellaBBH,false
1074950990669975552,CryCrowd,true
1074954852273287168,Bella623,true
1074964056761458688,wakakusa_midori,false
1074970224947068928,Mas_Escena,false
1074970500949008384,NedPhO_NKO,false
1074976705817784320,JosianePedro4,true
1074979953781981186,HarryBeau1,true
1075019428897656832,VillaBoyC_Mad,true
1075023650766630912,DariaMasiero,true
1075025628859166721,247OnlineRadio,false
1075027088502083591,reseonetwork,true
1075028554306478080,bjbernstein,true
1075030010266861570,SriaTecBJ,true
1075030113895378944,OdysseyOpera,false
1075030417101725698,AG_Exposed,true
1075030866831859713,BonfantiMauro,false
1075032372205285376,JacarandaenFlor,true
1075035289482129409,MauriciDAlvarez,false
1075040154178473985,ergun_zihniye,true
1075041443549536256,la_testata,false
1075046769715802112,Hermitage_USA,false
1075048000718819328,Stephen_P_Brown,false
1075060741978447872,MariaSolangeMa7,true
1075105748483493888,luacmf,true
1075115083242631169,espenasteladd,true
1075115985831485440,ScottishField,false
1075124009665216512,david_hanselman,true
1075126248882495488,jorge0viedo,true
1075126687917056000,irisrocch,true
1075127833343725569,Liceu_cat,true
1075133621344919559,annaalasijove,true
1075134455495430144,chris_waudby,false
1075137509380771846,MetaLSolter,true
1075138029814190081,kyara_aurora,true
1075138418101903360,CF_Defranceschi,true
1075138620640673792,PGComposer,true
1075139045834059778,BH_arts_council,true
1075157799082979333,janacekjapan,true
1075161297937985537,andrea_boscaro,false
1075168055062355968,YokoSetoTadda,false
1075172884627243008,figstreetstudio,false
1075190210735079424,mcfullofgold,false
1075195886941151232,CloudInTheHaven,false
1075203163324645377,camrobsop,false
1075298224838193152,ExpertiseOn,true
1074431560420605956,EvandroRoger77,true
1075142653761765376,cemporcentoqi,false
1074433735666425856,soelborgess,true
1075083938467643393,israel__Mata,true
1074900824151740421,Costes_Olivier,true
1074872548641239040,Aachanichiban,false
1074456204183830534,DeHugueth,true
1075235847958478850,wakakusa_midori,false
1074437362359377922,madcliquee,true
1075104467194994688,glamoursleuth1,false
1075140043247882240,cemporcentoqi,false
1074982226054529024,operalastnight,false
1075084728624123905,thevenette,true
1075073256909168640,portalarauto,false
1075302154892656640,gps_bcn,true
1074495114440007680,Felizxx2,true
1074428402197823490,BruhVenancio2,true
1075144092559003649,cemporcentoqi,false
1074431274679439360,soelborgess,true
1075063635192541186,ashleyspearson,false
1075146015014039552,dolcestrega09,true
1074443373434626054,DeHugueth,true
1075269406823981056,VLPacino,false
1075289210926628865,dirensanatcom,false
1075080031263690752,dalva0806,true
1075080503773093888,NathalieRippert,false
1074434364803567617,_CarlaGomes25,true
1075003053722472448,KriefKriefbis,true
1075269519260692480,TutorialVideos2,true
1075255234010726401,MarcioVargasA,true
1074495647561084929,MadBawden,true
1075062018569326592,natoperastudio,false
1075077058613657600,madcliquee,false
1075289612967444481,dirensanatcom,false
1075003633828278272,CC25deMayo,false
1075013220610510849,CantreBreiniol,true
1074432695466422277,giovanna2818,true
1074898545998790657,EDAlzon,true
1075002709084958721,MorenaBertrando,true
1075139758039420931,RoveryCyril,false
1075073103804424194,WORLDOFMONEYORG,false
1074909650993131520,eoff_sylvia,true
1074895885371232256,Thereadingchimp,true
1074442748432957440,leslykaryme,true
1074422831604252672,EvanneCarlos_,true
1074430300086853633,atarrerias,false
1074485724697772035,kimpotter,false
1075155418601676801,AnneriePruijsse,true
1074431519526129671,EvandroRoger77,true
1075288991015030787,dirensanatcom,false
1075088587270557696,ThkianG,true
1074435171980587008,GMRio,false
1074423047107559424,EvandroRoger77,true
1074520711543382016,lizziebowgirl,false
1074437834516426753,VillaBoyC_Mad,true
1074465392670588929,skepticafro,true
1074450669543673856,wakakusa_midori,false
1074497547517911040,DBitJP,false
1075153120114679808,FicouFacilComBR,false
1074525883854217217,AdrianaMurillo,false
1075079922144763905,operasonic,true
1075086637095403520,nancymaymezzo,false
1075267654376714241,ArtbShine,true
1074488579571757061,FullerGraeme,false
1074423110626086912,EvanneCarlos_,true
1075239073688797185,Stingraytwo,true
1075000566215004161,soelborgess,true
1075088733140062210,The_music_gala,true
1075275929994309633,MusicLoggionist,false
1074992343302967299,atomryan,true
1074433890985697281,AnocasCruz,true
1075257377962778624,Martha_Elena16,true
1074443966483963904,VALETTEH,true
1074895881722200064,habitatworld,true
1074445019468234753,jualbr,true
1075067443436011522,reviewsphere,false
1074437915541954562,VillaBoyC_Mad,true
1074439438489567232,soelborgess,true
1075142896607735811,yuliashadesign,true
